water_availability,cleanliness_score,waste_level,hours_since_cleaning,odor_score,footfall,complaints,location_Urban,inspection_day,inspection_year,inspection_month,location_Semi-Urban,risk_level
1,6,8,38,5,681,1,False,27,2025,5,False,1
0,5,8,35,6,928,2,False,28,2025,5,False,2
0,8,1,2,10,415,2,True,29,2025,5,False,1
2,2,5,46,4,541,2,True,30,2025,5,False,1
2,4,7,8,2,852,6,True,31,2025,5,False,1
0,8,6,38,10,755,2,False,1,2025,6,False,2
2,6,5,4,9,945,5,False,2,2025,6,False,1
2,1,8,37,10,283,2,True,3,2025,6,False,2
2,4,3,21,7,680,4,False,4,2025,6,True,1
2,1,6,13,4,809,5,True,5,2025,6,False,1
1,2,5,9,3,293,1,False,6,2025,6,False,1
2,5,8,45,10,725,4,False,7,2025,6,False,2
2,8,4,29,3,963,1,False,8,2025,6,False,1
0,8,8,41,9,191,5,False,9,2025,6,True,2
1,3,10,24,5,284,6,True,10,2025,6,False,2
2,4,2,16,3,982,4,True,11,2025,6,False,1
2,10,9,12,5,841,3,True,12,2025,6,False,1
2,6,9,2,2,45,1,False,13,2025,6,False,0
2,10,10,19,4,488,1,False,14,2025,6,False,0
2,3,10,30,10,881,1,False,15,2025,6,False,2
2,2,6,16,2,495,3,False,16,2025,6,False,1
1,6,4,24,2,375,2,False,17,2025,6,True,1
2,5,4,13,8,45,0,False,18,2025,6,True,0
2,10,6,5,1,53,1,False,19,2025,6,False,0
2,5,5,23,7,283,6,False,20,2025,6,False,1
2,10,6,38,5,157,4,True,21,2025,6,False,1
1,5,7,31,8,835,2,False,22,2025,6,True,2
2,10,7,17,1,714,4,True,23,2025,6,False,0
2,5,9,3,7,894,5,False,24,2025,6,False,1
2,3,8,26,5,773,0,False,25,2025,6,True,1
0,7,6,13,4,585,0,True,26,2025,6,False,1
2,6,6,44,7,481,4,False,27,2025,6,True,1
2,4,5,38,10,187,3,False,28,2025,6,True,1
2,2,1,22,2,650,4,True,29,2025,6,False,1
1,9,9,21,1,674,1,True,30,2025,6,False,1
2,1,9,29,1,100,3,False,1,2025,7,True,1
2,4,9,45,1,776,4,False,2,2025,7,True,1
2,1,8,46,5,933,2,False,3,2025,7,True,2
2,6,10,39,10,883,5,False,4,2025,7,True,2
1,4,3,5,7,889,2,False,5,2025,7,False,1
1,5,1,14,2,426,4,False,6,2025,7,True,1
2,5,8,18,10,593,2,False,7,2025,7,True,1
2,9,7,4,8,65,3,False,8,2025,7,False,0
2,1,5,33,4,618,3,True,9,2025,7,False,1
2,2,10,39,3,630,0,True,10,2025,7,False,1
2,6,7,20,10,826,5,True,11,2025,7,False,1
2,5,10,13,8,930,5,False,12,2025,7,True,1
2,7,4,36,2,72,2,False,13,2025,7,True,0
2,3,9,45,3,723,2,False,14,2025,7,True,1
0,3,10,4,3,978,1,True,15,2025,7,False,2
1,10,2,35,10,495,0,True,16,2025,7,False,1
0,2,9,8,1,611,5,True,17,2025,7,False,2
2,3,9,40,6,35,2,True,18,2025,7,False,1
0,10,5,47,2,379,5,False,19,2025,7,True,1
2,1,1,36,1,506,3,True,20,2025,7,False,1
2,5,7,6,2,857,1,True,21,2025,7,False,1
1,5,10,22,6,725,1,False,22,2025,7,False,1
2,7,10,6,4,521,4,True,23,2025,7,False,1
2,4,4,42,6,160,5,False,24,2025,7,True,1
2,3,9,36,9,639,1,False,25,2025,7,True,2
2,1,6,9,10,834,0,True,26,2025,7,False,1
2,8,3,16,10,796,1,False,27,2025,7,True,1
2,3,6,39,8,466,7,False,28,2025,7,False,1
1,2,10,46,1,309,4,False,29,2025,7,False,2
2,4,6,38,8,228,5,True,30,2025,7,False,1
2,3,5,33,9,494,2,False,31,2025,7,False,1
2,1,2,18,6,432,4,False,1,2025,8,True,1
2,3,10,12,10,696,4,True,2,2025,8,False,1
0,2,10,27,5,446,0,False,3,2025,8,True,2
2,8,2,47,6,873,3,False,4,2025,8,False,1
2,6,7,1,6,390,3,False,5,2025,8,True,1
2,9,2,15,9,851,5,True,6,2025,8,False,0
1,8,6,47,4,683,3,False,7,2025,8,True,1
1,10,5,27,2,986,5,True,8,2025,8,False,1
2,3,4,16,9,309,4,True,9,2025,8,False,1
2,5,7,21,2,451,0,True,10,2025,8,False,1
2,7,8,1,10,287,2,True,11,2025,8,False,1
2,5,4,29,9,170,1,True,12,2025,8,False,1
2,8,1,3,2,738,3,True,13,2025,8,False,0
1,5,1,12,8,274,5,False,14,2025,8,True,1
2,1,1,28,9,372,6,True,15,2025,8,False,1
1,5,1,39,10,396,2,True,16,2025,8,False,1
2,4,5,37,9,672,2,False,17,2025,8,False,1
2,6,4,31,10,874,6,False,18,2025,8,True,1
2,3,9,31,9,377,9,False,19,2025,8,True,2
2,5,3,33,2,627,3,True,20,2025,8,False,1
2,2,7,33,4,960,0,True,21,2025,8,False,1
2,6,8,47,7,389,3,True,22,2025,8,False,1
2,6,6,40,2,246,1,True,23,2025,8,False,1
2,5,10,11,1,724,3,True,24,2025,8,False,1
2,6,1,46,3,322,3,True,25,2025,8,False,1
2,7,8,29,4,845,2,True,26,2025,8,False,1
2,5,10,25,8,408,0,True,27,2025,8,False,1
2,1,3,13,6,396,4,False,28,2025,8,True,1
2,8,8,44,2,992,3,True,29,2025,8,False,1
2,4,4,19,9,137,2,True,30,2025,8,False,1
1,9,8,36,2,24,1,False,31,2025,8,True,1
1,10,1,28,5,463,3,False,1,2025,9,True,0
2,6,3,4,4,371,0,True,2,2025,9,False,0
2,1,6,3,7,774,4,False,3,2025,9,True,1
2,3,9,38,8,552,4,False,4,2025,9,True,2
1,3,2,37,5,683,1,True,5,2025,9,False,1
2,10,1,43,10,659,3,False,6,2025,9,False,1
2,4,10,25,5,143,3,False,7,2025,9,False,1
1,6,3,41,2,677,3,True,8,2025,9,False,1
2,7,4,35,8,296,6,True,9,2025,9,False,1
2,10,5,29,2,841,5,False,10,2025,9,False,0
2,4,3,41,10,413,5,False,11,2025,9,True,1
2,6,10,29,6,683,3,True,12,2025,9,False,1
1,1,2,12,8,379,2,True,13,2025,9,False,1
1,8,2,35,6,642,5,True,14,2025,9,False,1
2,7,7,20,4,488,5,False,15,2025,9,True,1
2,9,9,17,4,647,6,False,16,2025,9,True,1
2,3,10,12,6,719,1,True,17,2025,9,False,1
2,2,2,36,4,76,4,False,18,2025,9,True,1
2,1,7,10,8,270,1,False,19,2025,9,True,1
2,3,7,18,9,915,1,True,20,2025,9,False,1
2,5,7,30,1,938,4,True,21,2025,9,False,1
2,2,3,8,4,169,5,False,22,2025,9,True,1
2,3,7,41,4,471,2,False,23,2025,9,False,1
2,4,1,13,2,181,1,False,24,2025,9,True,0
2,7,10,31,6,139,5,False,25,2025,9,True,1
2,3,1,6,3,601,5,True,26,2025,9,False,0
2,9,5,7,7,943,1,True,27,2025,9,False,0
2,8,2,21,5,370,3,False,28,2025,9,True,0
2,4,9,38,4,118,7,True,29,2025,9,False,1
2,1,7,43,5,186,3,True,30,2025,9,False,1
2,1,4,28,8,829,2,True,1,2025,10,False,1
2,1,4,44,3,682,2,True,2,2025,10,False,1
2,1,2,21,7,857,5,True,3,2025,10,False,1
1,8,5,21,6,995,2,True,4,2025,10,False,1
2,3,4,24,1,533,2,True,5,2025,10,False,1
2,6,1,27,7,683,3,True,6,2025,10,False,1
2,3,8,27,7,420,2,False,7,2025,10,False,1
2,5,3,13,1,384,3,False,8,2025,10,True,0
2,7,6,29,9,596,2,False,9,2025,10,True,1
2,2,4,39,6,345,2,False,10,2025,10,True,1
2,6,9,28,2,600,0,False,11,2025,10,True,1
2,6,7,37,5,652,7,True,12,2025,10,False,1
2,3,9,29,4,640,5,False,13,2025,10,True,1
2,6,10,48,7,847,1,False,14,2025,10,True,1
1,10,3,22,8,266,1,False,15,2025,10,True,1
2,10,1,36,1,453,2,True,16,2025,10,False,0
1,5,5,30,5,112,3,True,17,2025,10,False,1
1,2,3,28,3,287,2,True,18,2025,10,False,1
2,9,6,23,1,634,3,True,19,2025,10,False,0
2,8,8,33,3,962,4,False,20,2025,10,True,1
2,3,4,4,6,982,3,False,21,2025,10,True,1
1,8,5,3,7,643,9,True,22,2025,10,False,1
1,9,5,32,8,340,3,False,23,2025,10,False,1
2,3,4,4,4,942,4,False,24,2025,10,True,1
1,3,4,1,3,835,1,True,25,2025,10,False,1
2,2,4,12,5,875,4,True,26,2025,10,False,1
2,8,4,13,9,81,1,True,27,2025,10,False,0
0,10,4,34,6,319,4,True,28,2025,10,False,1
1,1,5,29,9,422,2,True,29,2025,10,False,2
2,8,2,9,6,974,5,True,30,2025,10,False,0
1,7,2,31,2,667,3,True,31,2025,10,False,1
0,7,9,7,5,586,4,True,1,2025,11,False,1
1,3,2,13,9,639,1,False,2,2025,11,False,1
1,1,6,2,8,322,2,True,3,2025,11,False,1
1,4,2,33,7,789,3,False,4,2025,11,True,1
2,9,5,7,1,272,6,True,5,2025,11,False,0
1,5,4,18,4,753,5,False,6,2025,11,False,1
2,1,7,8,7,497,4,True,7,2025,11,False,1
1,5,7,12,7,388,3,True,8,2025,11,False,1
2,8,6,43,6,698,5,False,9,2025,11,False,1
2,8,10,30,8,960,3,False,10,2025,11,False,1
2,5,5,9,6,179,3,False,11,2025,11,False,1
2,9,1,28,10,980,5,True,12,2025,11,False,1
2,1,3,4,3,185,5,True,13,2025,11,False,1
0,4,9,39,4,224,3,False,14,2025,11,True,2
0,3,1,17,3,286,4,False,15,2025,11,False,1
2,2,5,11,1,157,2,False,16,2025,11,True,0
0,8,2,2,10,387,2,False,17,2025,11,True,1
1,7,4,23,5,462,1,True,18,2025,11,False,1
2,9,1,22,1,877,3,False,19,2025,11,True,0
2,2,3,26,1,779,4,True,20,2025,11,False,1
0,4,10,12,2,586,1,True,21,2025,11,False,1
2,6,7,32,4,935,3,True,22,2025,11,False,1
1,3,10,9,6,740,5,False,23,2025,11,True,2
1,8,3,43,8,36,1,True,24,2025,11,False,1
1,3,4,5,3,87,4,True,25,2025,11,False,1
2,2,2,26,1,152,1,False,26,2025,11,True,0
2,3,3,7,3,719,9,True,27,2025,11,False,1
2,6,9,29,3,938,2,False,28,2025,11,True,1
2,2,3,33,5,449,0,True,29,2025,11,False,1
2,8,5,24,4,327,2,False,30,2025,11,True,0
2,1,2,25,4,669,3,False,1,2025,12,True,1
2,7,4,31,9,193,1,True,2,2025,12,False,1
1,2,7,29,7,431,2,True,3,2025,12,False,2
2,10,7,5,4,116,4,True,4,2025,12,False,0
2,6,3,38,3,702,1,True,5,2025,12,False,1
2,2,5,45,6,173,2,False,6,2025,12,False,1
2,2,1,11,3,714,2,True,7,2025,12,False,1
2,10,10,32,6,261,0,False,8,2025,12,False,1
1,8,10,8,9,323,2,True,9,2025,12,False,1
2,2,10,20,6,304,4,False,10,2025,12,True,1
1,7,1,34,4,46,5,False,11,2025,12,True,1
2,3,5,47,5,421,3,False,12,2025,12,True,1
1,8,10,42,6,379,6,False,13,2025,12,True,2
1,7,9,8,3,79,2,True,14,2025,12,False,1
0,8,1,2,8,221,3,True,15,2025,12,False,1
1,7,1,21,4,781,4,False,16,2025,12,False,1
0,6,4,15,8,893,5,False,17,2025,12,False,2
1,7,4,6,10,600,1,False,18,2025,12,False,1
2,5,2,5,10,989,3,True,19,2025,12,False,1
2,7,9,3,3,389,1,False,20,2025,12,True,0
2,1,9,43,10,552,4,False,21,2025,12,False,2
2,1,2,43,7,171,4,True,22,2025,12,False,1
2,9,9,16,9,121,3,True,23,2025,12,False,1
2,5,6,35,4,918,1,False,24,2025,12,True,1
1,5,8,9,8,626,3,False,25,2025,12,True,1
0,3,10,35,3,465,0,False,26,2025,12,False,2
2,5,4,19,7,892,2,True,27,2025,12,False,1
2,3,2,43,3,248,2,False,28,2025,12,True,1
0,9,2,46,7,144,8,True,29,2025,12,False,1
2,9,9,34,10,789,0,True,30,2025,12,False,1
1,6,1,39,10,853,0,True,31,2025,12,False,1
2,1,7,10,6,900,4,False,1,2026,1,False,1
2,7,3,10,2,957,1,False,2,2026,1,True,0
2,7,3,20,3,255,0,False,3,2026,1,True,0
1,10,2,1,6,181,4,True,4,2026,1,False,0
2,10,10,6,4,573,5,False,5,2026,1,False,0
2,4,6,46,6,807,4,True,6,2026,1,False,1
2,8,10,2,1,372,3,False,7,2026,1,False,0
2,6,2,38,10,87,5,True,8,2026,1,False,1
0,4,10,33,1,192,3,True,9,2026,1,False,2
1,4,4,3,3,862,1,False,10,2026,1,True,1
2,2,10,36,8,656,1,True,11,2026,1,False,2
2,2,9,13,8,701,0,False,12,2026,1,True,1
2,4,9,35,4,578,5,False,13,2026,1,True,1
1,5,6,15,6,280,3,True,14,2026,1,False,1
1,8,4,45,8,236,2,False,15,2026,1,False,1
2,6,7,22,7,836,2,True,16,2026,1,False,1
1,4,1,43,7,143,4,False,17,2026,1,True,1
2,7,4,4,4,824,3,False,18,2026,1,False,0
0,8,5,17,9,181,2,False,19,2026,1,True,1
0,2,8,5,10,220,3,True,20,2026,1,False,2
1,7,2,21,6,473,3,False,21,2026,1,False,1
1,2,5,24,3,421,2,False,22,2026,1,True,1
2,2,6,31,5,481,3,True,23,2026,1,False,1
1,8,5,40,5,294,2,True,24,2026,1,False,1
2,2,9,30,5,225,2,False,25,2026,1,True,1
2,9,10,42,8,59,3,False,26,2026,1,True,1
2,1,1,7,9,292,4,False,27,2026,1,True,1
1,9,3,7,9,719,5,False,28,2026,1,False,1
2,1,2,27,6,886,4,False,29,2026,1,True,1
2,10,3,24,6,112,3,True,30,2026,1,False,0
2,10,10,19,9,61,5,True,31,2026,1,False,1
2,2,9,41,4,484,2,True,1,2026,2,False,1
2,6,9,34,6,398,4,False,2,2026,2,True,1
1,6,10,22,4,126,3,True,3,2026,2,False,1
1,1,2,27,1,347,4,False,4,2026,2,True,1
2,7,3,6,7,84,4,False,5,2026,2,True,0
1,8,4,10,10,384,1,False,6,2026,2,False,1
1,2,9,45,6,840,2,True,7,2026,2,False,2
2,8,3,31,9,503,4,False,8,2026,2,False,1
1,9,7,25,7,666,3,True,9,2026,2,False,1
0,6,3,2,7,920,3,False,10,2026,2,False,1
2,5,7,10,2,43,6,True,11,2026,2,False,1
2,9,7,10,9,559,4,True,12,2026,2,False,1
0,9,9,26,10,81,6,False,13,2026,2,True,2
2,1,2,5,9,510,4,True,14,2026,2,False,1
2,3,6,22,6,292,1,True,15,2026,2,False,1
2,9,9,4,3,248,4,False,16,2026,2,True,0
2,2,2,34,1,39,3,False,17,2026,2,True,1
1,4,2,7,4,22,5,False,18,2026,2,True,1
2,4,5,17,3,440,3,False,19,2026,2,True,1
2,2,10,11,1,749,2,False,20,2026,2,True,1
2,3,10,8,3,930,1,True,21,2026,2,False,1
2,3,10,28,4,326,2,True,22,2026,2,False,1
2,1,8,44,8,451,5,True,23,2026,2,False,2
2,6,9,33,9,155,2,False,24,2026,2,False,1
1,8,2,25,3,928,5,False,25,2026,2,True,1
2,3,5,21,6,963,4,True,26,2026,2,False,1
2,5,7,12,10,534,1,False,27,2026,2,True,1
2,1,6,26,5,212,2,False,28,2026,2,False,1
2,10,6,29,6,604,1,True,1,2026,3,False,1
2,7,7,38,4,434,2,False,2,2026,3,True,1
2,10,3,35,10,892,2,False,3,2026,3,True,1
1,1,3,37,6,137,3,False,4,2026,3,True,1
2,9,10,46,7,685,3,True,5,2026,3,False,1
1,8,9,44,9,228,6,False,6,2026,3,False,2
2,7,8,45,10,971,6,False,7,2026,3,False,2
0,10,5,45,7,53,2,False,8,2026,3,True,1
2,7,6,29,6,668,4,False,9,2026,3,True,1
1,5,10,24,1,337,5,False,10,2026,3,False,1
2,5,1,15,2,139,3,False,11,2026,3,True,0
2,5,10,6,1,646,3,True,12,2026,3,False,1
2,1,1,32,9,544,3,False,13,2026,3,True,1
0,8,4,44,10,600,5,False,14,2026,3,True,2
2,1,2,34,10,956,2,True,15,2026,3,False,1
2,4,7,36,9,864,3,False,16,2026,3,True,1
1,9,2,20,7,788,3,False,17,2026,3,False,1
2,9,10,12,2,108,3,False,18,2026,3,False,0
1,5,2,35,6,531,2,False,19,2026,3,True,1
2,4,5,38,4,66,3,True,20,2026,3,False,1
1,3,4,17,1,791,2,False,21,2026,3,False,1
2,3,8,27,1,759,5,False,22,2026,3,False,1
2,5,4,17,5,978,4,True,23,2026,3,False,1
2,10,6,11,2,711,4,False,24,2026,3,False,0
1,1,5,39,4,541,2,False,25,2026,3,False,2
2,5,2,2,1,303,3,False,26,2026,3,True,0
2,6,8,2,4,396,5,False,27,2026,3,True,1
0,7,2,29,6,657,2,True,28,2026,3,False,1
2,9,9,45,10,153,5,True,29,2026,3,False,1
1,3,9,24,4,686,0,True,30,2026,3,False,1
0,2,3,24,1,267,2,False,31,2026,3,False,1
1,3,4,16,7,671,0,True,1,2026,4,False,1
1,9,8,31,2,337,1,True,2,2026,4,False,1
2,7,9,43,9,455,3,True,3,2026,4,False,1
2,9,3,9,3,195,4,False,4,2026,4,True,0
1,2,5,27,8,854,3,False,5,2026,4,False,2
2,5,8,41,8,705,6,True,6,2026,4,False,2
2,4,3,14,3,605,3,True,7,2026,4,False,1
1,2,7,45,4,370,3,False,8,2026,4,True,2
2,9,8,25,2,162,5,False,9,2026,4,True,0
0,9,10,43,4,986,5,True,10,2026,4,False,2
1,6,3,44,9,823,1,False,11,2026,4,True,1
1,6,2,22,2,417,3,True,12,2026,4,False,1
1,8,10,35,3,643,3,True,13,2026,4,False,1
1,6,7,33,4,737,4,False,14,2026,4,True,1
1,1,9,27,5,662,6,True,15,2026,4,False,2
2,4,1,40,1,388,4,False,16,2026,4,False,1
2,7,3,26,7,520,5,True,17,2026,4,False,1
1,2,5,19,10,641,4,False,18,2026,4,True,2
1,9,3,45,7,389,3,False,19,2026,4,True,1
2,8,1,39,9,598,2,True,20,2026,4,False,1
2,8,7,45,4,401,3,False,21,2026,4,True,1
2,7,7,26,6,105,2,True,22,2026,4,False,1
2,4,10,6,2,806,4,False,23,2026,4,False,1
0,2,8,3,4,758,3,True,24,2026,4,False,2
0,3,5,6,2,479,2,True,25,2026,4,False,1
2,6,10,28,10,969,4,True,26,2026,4,False,2
2,5,5,3,5,344,1,False,27,2026,4,False,0
2,8,5,13,7,541,3,False,28,2026,4,True,0
1,6,1,13,1,508,3,False,29,2026,4,True,0
2,6,10,13,10,948,3,True,30,2026,4,False,1
2,1,5,1,10,416,4,False,1,2026,5,True,1
2,4,6,40,7,915,0,True,2,2026,5,False,1
2,5,1,37,10,374,2,False,3,2026,5,False,1
2,3,7,31,6,966,2,True,4,2026,5,False,1
2,9,1,17,6,307,2,True,5,2026,5,False,0
2,1,2,9,8,478,5,True,6,2026,5,False,1
2,6,2,45,8,643,2,False,7,2026,5,True,1
2,6,5,13,6,555,2,False,8,2026,5,True,1
1,10,10,37,3,310,2,True,9,2026,5,False,1
1,5,7,14,5,870,3,False,10,2026,5,True,1
1,5,1,11,2,857,3,False,11,2026,5,True,1
0,10,10,25,5,187,5,False,12,2026,5,True,1
2,5,1,31,9,969,3,True,13,2026,5,False,1
2,6,1,14,10,640,2,True,14,2026,5,False,1
2,8,6,7,1,447,6,False,15,2026,5,True,0
1,2,2,24,10,721,5,True,16,2026,5,False,2
0,6,1,36,5,509,4,True,17,2026,5,False,1
2,1,6,42,6,374,3,False,18,2026,5,False,1
2,4,2,42,7,215,3,False,19,2026,5,False,1
2,10,6,47,9,564,1,True,20,2026,5,False,1
1,3,10,44,6,736,2,True,21,2026,5,False,2
2,9,8,41,5,843,5,False,22,2026,5,True,1
2,3,2,3,7,951,2,True,23,2026,5,False,1
2,6,9,47,1,713,5,True,24,2026,5,False,1
2,1,8,44,5,678,5,True,25,2026,5,False,2
1,6,10,26,2,958,2,False,26,2026,5,True,1
2,4,1,47,4,799,5,False,27,2026,5,True,1
1,8,7,26,7,30,5,True,28,2026,5,False,1
2,9,10,1,5,601,2,True,29,2026,5,False,0
1,4,6,15,6,275,4,True,30,2026,5,False,1
1,10,6,11,2,415,1,False,31,2026,5,True,0
2,10,6,37,3,750,3,True,1,2026,6,False,1
2,6,6,7,7,828,6,True,2,2026,6,False,1
1,1,10,12,2,428,4,False,3,2026,6,True,1
2,4,7,38,6,381,2,True,4,2026,6,False,1
1,7,3,3,5,278,6,False,5,2026,6,True,1
1,1,6,42,10,22,5,True,6,2026,6,False,2
1,8,3,26,1,103,4,True,7,2026,6,False,0
2,10,7,30,10,175,7,True,8,2026,6,False,1
2,6,7,32,4,682,5,False,9,2026,6,True,1
2,5,8,36,2,195,4,False,10,2026,6,False,1
2,10,2,45,4,726,3,False,11,2026,6,False,0
1,9,9,37,1,957,2,True,12,2026,6,False,1
1,2,5,18,2,491,3,False,13,2026,6,True,1
2,5,9,1,8,638,3,True,14,2026,6,False,1
1,6,10,21,6,443,3,True,15,2026,6,False,1
2,7,5,28,2,153,3,False,16,2026,6,False,0
2,5,7,48,6,807,0,True,17,2026,6,False,1
0,9,9,16,10,926,6,True,18,2026,6,False,2
0,1,4,48,9,883,3,True,19,2026,6,False,2
2,7,2,28,7,399,4,True,20,2026,6,False,1
0,10,9,22,9,686,0,True,21,2026,6,False,1
2,7,2,19,5,296,1,False,22,2026,6,True,0
2,4,3,48,7,255,2,True,23,2026,6,False,1
2,9,10,1,7,771,1,False,24,2026,6,False,1
0,5,2,31,3,901,4,False,25,2026,6,False,1
2,4,3,42,7,32,2,True,26,2026,6,False,1
2,7,6,34,1,361,4,True,27,2026,6,False,1
2,4,3,46,9,54,4,True,28,2026,6,False,1
1,3,10,40,10,578,2,False,29,2026,6,True,2
2,9,8,6,6,233,5,True,30,2026,6,False,0
2,8,6,28,5,431,5,False,1,2026,7,True,1
2,1,7,3,7,424,1,True,2,2026,7,False,1
2,7,1,31,5,513,5,False,3,2026,7,True,1
1,9,3,16,10,677,2,True,4,2026,7,False,1
2,8,3,17,5,178,1,True,5,2026,7,False,0
1,8,2,44,10,975,5,False,6,2026,7,False,1
2,6,7,27,7,656,6,False,7,2026,7,True,1
1,4,9,24,10,129,1,True,8,2026,7,False,2
2,8,4,20,7,568,5,False,9,2026,7,False,1
2,3,5,32,3,808,3,False,10,2026,7,True,1
2,9,3,35,3,545,0,False,11,2026,7,False,0
1,2,9,13,10,366,1,False,12,2026,7,True,2
1,2,4,48,3,763,5,True,13,2026,7,False,2
2,7,5,43,6,847,2,True,14,2026,7,False,1
1,10,1,20,6,655,3,True,15,2026,7,False,0
2,4,2,48,3,298,3,False,16,2026,7,True,1
2,10,9,2,3,498,4,False,17,2026,7,True,0
2,8,2,4,8,130,3,True,18,2026,7,False,0
2,9,5,27,8,655,4,True,19,2026,7,False,1
1,7,8,25,7,944,3,False,20,2026,7,False,1
2,5,3,4,10,450,7,False,21,2026,7,False,1
2,8,6,32,4,561,3,False,22,2026,7,True,1
2,4,4,17,4,134,3,True,23,2026,7,False,1
2,2,7,1,3,109,1,True,24,2026,7,False,1
2,6,10,33,5,231,3,True,25,2026,7,False,1
2,9,3,30,3,569,2,False,26,2026,7,False,0
2,1,6,5,8,614,5,True,27,2026,7,False,1
2,10,10,12,7,558,6,False,28,2026,7,True,1
2,7,9,38,3,748,4,True,29,2026,7,False,1
2,10,10,32,9,379,4,False,30,2026,7,True,1
2,9,1,38,5,505,2,False,31,2026,7,True,0
2,10,3,17,9,391,3,False,1,2026,8,False,0
2,9,2,45,7,234,5,True,2,2026,8,False,1
2,10,8,40,7,752,2,True,3,2026,8,False,1
2,3,7,32,6,34,3,True,4,2026,8,False,1
2,5,2,24,2,974,3,False,5,2026,8,False,1
2,8,6,12,9,278,3,False,6,2026,8,False,1
2,8,3,47,6,797,4,False,7,2026,8,True,1
2,4,8,31,8,482,3,False,8,2026,8,True,1
0,1,10,19,1,139,0,False,9,2026,8,True,2
2,1,3,29,5,995,3,True,10,2026,8,False,1
2,4,10,21,1,932,2,False,11,2026,8,False,1
1,6,9,26,10,147,6,True,12,2026,8,False,2
2,8,1,28,8,742,1,True,13,2026,8,False,0
1,6,5,17,8,542,2,False,14,2026,8,True,1
2,9,3,9,1,707,2,True,15,2026,8,False,0
0,9,6,21,9,664,1,True,16,2026,8,False,1
2,2,10,34,2,344,4,False,17,2026,8,True,1
2,10,2,11,9,339,5,True,18,2026,8,False,0
1,1,9,20,1,525,2,False,19,2026,8,True,1
2,2,6,47,10,545,4,True,20,2026,8,False,2
2,5,7,39,9,69,4,True,21,2026,8,False,1
1,4,5,16,4,941,3,True,22,2026,8,False,1
2,4,9,29,9,603,4,True,23,2026,8,False,1
2,9,1,1,7,88,2,False,24,2026,8,True,0
2,8,5,18,6,410,2,True,25,2026,8,False,0
2,6,10,22,5,402,3,False,26,2026,8,True,1
1,1,6,8,9,35,3,False,27,2026,8,True,1
0,2,7,7,2,458,2,False,28,2026,8,True,1
2,6,4,25,2,865,2,False,29,2026,8,False,1
2,2,1,30,9,888,6,False,30,2026,8,True,1
2,10,8,34,3,587,2,True,31,2026,8,False,1
2,5,10,44,8,636,4,True,1,2026,9,False,2
0,5,4,48,9,151,2,True,2,2026,9,False,2
2,6,3,41,8,579,4,False,3,2026,9,True,1
2,6,7,11,4,267,3,True,4,2026,9,False,1
1,6,2,15,1,292,0,False,5,2026,9,True,0
1,2,8,35,4,642,4,False,6,2026,9,True,2
2,10,6,23,9,951,2,True,7,2026,9,False,1
2,3,7,45,2,857,2,False,8,2026,9,True,1
2,6,5,21,3,867,3,True,9,2026,9,False,1
0,8,9,28,10,368,6,True,10,2026,9,False,2
2,1,5,13,8,503,5,False,11,2026,9,True,1
2,1,5,34,6,569,5,False,12,2026,9,True,1
2,2,3,38,8,376,0,False,13,2026,9,True,1
2,6,1,6,7,771,4,True,14,2026,9,False,0
2,9,2,44,5,337,4,True,15,2026,9,False,0
0,4,8,4,9,652,3,False,16,2026,9,False,2
1,3,1,5,4,67,4,False,17,2026,9,True,1
0,8,7,40,6,29,2,False,18,2026,9,True,1
2,10,5,6,2,252,2,True,19,2026,9,False,0
1,9,3,21,2,55,1,False,20,2026,9,True,0
1,5,7,28,2,432,5,True,21,2026,9,False,1
2,9,9,3,10,481,2,True,22,2026,9,False,1
2,2,2,23,7,23,0,False,23,2026,9,False,1
2,3,8,8,2,63,3,True,24,2026,9,False,1
1,7,9,19,2,587,3,False,25,2026,9,False,1
2,7,3,11,9,573,4,True,26,2026,9,False,1
0,6,2,10,7,274,2,True,27,2026,9,False,1
2,6,7,28,3,759,4,False,28,2026,9,True,1
1,2,5,20,3,133,4,False,29,2026,9,False,1
2,10,5,44,7,768,0,False,30,2026,9,True,1
1,6,10,28,5,416,1,False,1,2026,10,False,1
2,4,5,29,10,193,4,False,2,2026,10,True,1
0,3,4,8,6,274,1,False,3,2026,10,True,1
2,2,5,19,8,485,3,False,4,2026,10,False,1
2,1,4,48,9,948,2,True,5,2026,10,False,2
2,5,6,21,1,296,3,False,6,2026,10,True,1
2,2,4,18,3,483,0,True,7,2026,10,False,1
2,2,2,9,7,866,0,False,8,2026,10,False,1
2,7,9,4,6,521,4,False,9,2026,10,False,1
1,8,2,41,7,460,1,True,10,2026,10,False,1
2,10,9,25,8,88,2,False,11,2026,10,True,1
2,8,10,34,6,528,1,False,12,2026,10,False,1
2,4,6,9,3,345,5,True,13,2026,10,False,1
2,1,9,9,2,761,1,False,14,2026,10,True,1
0,7,9,18,7,86,3,False,15,2026,10,False,1
2,1,3,11,1,323,2,True,16,2026,10,False,0
0,4,1,13,3,991,3,False,17,2026,10,True,1
2,8,1,38,4,503,1,True,18,2026,10,False,0
2,2,3,9,1,948,5,False,19,2026,10,False,1
1,6,5,16,5,567,1,False,20,2026,10,False,1
2,6,3,4,10,436,3,False,21,2026,10,False,1
2,9,9,34,3,178,4,False,22,2026,10,True,1
2,5,9,7,2,168,4,False,23,2026,10,False,1
